|   ID | Age |      Profession | Group|                                            Hobbies |
|  124 |  59 |     RelPublicas |   34 | Damas,Tenis,|
|  125 |  89 |            Moda |   34 | Futebol,|
|  126 |  48 |    Farmaceutico |   35 | Damas,Tenis,|
|  127 |  65 |      Matematico |   35 | Xadrez,Damas,|
|  128 |  37 |       Bartender |   35 | Damas,Tenis,|
|  129 |  15 |            Guia |   35 | |
|  130 |  69 |    Farmaceutico |   36 | Xadrez,Tenis,Futebol,|
|  131 |  16 |            Guia |   36 | Damas,Futebol,|
|  132 |  88 |        LocRadio |   36 | Xadrez,Damas,|
|  133 |   1 |          Teatro |   37 | Xadrez,Futebol,|
|  134 |   1 |          Musica |   37 | |
|  135 |  64 |            Guia |   37 | Futebol,|
|  136 |  79 |      Industrial |   37 | Tenis,Futebol,|
|  137 |   1 |        LocRadio |   38 | Xadrez,Futebol,|
|  138 |   1 |            Guia |   38 | Damas,|
|  139 |  50 |          Fisico |   39 | Xadrez,Futebol,|
|  140 |  64 |        Geografo |   39 | Xadrez,Futebol,|
|  141 |  11 |    Farmaceutico |   39 | Xadrez,|
|  142 |  72 |     Aeronautica |   39 | Xadrez,Damas,Futebol,|
|  143 |  77 |           Civil |   39 | Xadrez,Tenis,Futebol,|
|  144 |  78 |     Aeronautica | null | Xadrez,Damas,|
|  145 |  50 |          Teatro |   40 | |
|  146 |  96 |       Psicologo |   40 | Damas,|
|  147 |  77 |    Farmaceutico |   40 | |
|  148 |  10 |         Biologo |   41 | Tenis,|
|  149 |  60 |      Matematico |   41 | Damas,Tenis,|
|  150 |  38 |      Industrial |   41 | Damas,|
|  151 |  24 |     Informitico |   41 | Damas,Futebol,|
|  152 |  89 |            Guia |   41 | Futebol,|
|  153 |  41 |          Medico |   42 | |
|  154 |  13 |      Fotografia |   42 | Xadrez,|
|  155 |  56 |   Recepcionista |   42 | Damas,Futebol,|
|  156 |  87 |      Pedagogico |   42 | Xadrez,Damas,|
|  157 |  40 |     Informitico |   43 | Tenis,Futebol,|
|  158 |  26 |          Musica |   43 | Xadrez,Damas,|
|  159 |  42 |           Danca |   43 | Damas,|
|  160 |  27 |        LocRadio |   43 | Xadrez,Damas,|
|  161 |  39 |      Fotografia |   43 | Tenis,Futebol,|
|  162 |   2 |          Cinema |   44 | Xadrez,Damas,|
|  163 | 100 |     Informitico |   44 | Damas,Tenis,|
|  164 |  89 |      Jornalismo |   45 | Tenis,Futebol,|
|  165 |  63 |      Fotografia |   45 | |
|  166 |  16 |       Bartender |   45 | |
|  167 |  63 |        LocRadio |   45 | Futebol,|
|  168 |  73 |      Jornalismo |   45 | Damas,|
|  169 |  85 |          Fisico |   46 | Xadrez,Damas,Tenis,|
|  170 |  43 |          Medico |   46 | |
|  171 |  23 |       Bartender |   47 | Futebol,|
|  172 |  20 |         Quimico |   47 | Tenis,|
|  173 |  97 |    Farmaceutico |   48 | Damas,Tenis,Futebol,|
|  174 |   9 |           Danca |   48 | |
|  175 |   8 |    Farmaceutico |   49 | Damas,Futebol,|
|  176 |  61 |          Medico |   49 | Damas,Tenis,|
|  177 |  78 |      Matematico |   49 | Tenis,Futebol,|
|  178 |  36 |          Cinema |   49 | Xadrez,Damas,Tenis,|
|  179 |  61 |          Fisico |   50 | Xadrez,|
|  180 |  84 |      Fotografia |   50 | Damas,Tenis,|
|  181 | 100 |        Geografo |   50 | Xadrez,Futebol,|
|  182 |  12 |       Enfermeio | null | |
|  183 |  54 |           Danca |   51 | |
|  184 |  61 |      Jornalismo |   51 | Xadrez,Damas,Tenis,|
|  185 |  92 |      Pedagogico |   51 | |
|  186 |  26 |     Aeronautica |   51 | |
|  187 |  74 |          Fisico |   52 | Tenis,|
|  188 |  90 |          Fisico |   52 | |
|  189 |  57 |      Pedagogico |   53 | Xadrez,Damas,|
|  190 |  22 |      Jornalismo |   53 | Xadrez,Damas,Tenis,|
|  191 |  41 |         Quimico |   53 | Xadrez,Damas,|
|  192 |  28 |       Psicologo |   53 | Xadrez,Tenis,Futebol,|
|  193 |  22 |   Nutricionista |   53 | |
|  194 |  34 |          Medico |   54 | Tenis,Futebol,|
|  195 |  20 |          Teatro |   54 | Futebol,|
|  196 |  77 |        Geografo |   54 | Damas,|
|  197 |  52 |          Fisico | null | Xadrez,Futebol,|
|  198 |  25 |     RelPublicas |   55 | Xadrez,|
|  199 |  37 |       Enfermeio |   55 | Damas,Tenis,Futebol,|
|  200 |  13 |      Industrial | null | Damas,|
|  201 |  87 |          Medico |   56 | Futebol,|
|  202 |  59 |         Quimico |   56 | Xadrez,Damas,Tenis,|
|  203 |  93 |      Industrial |   56 | Xadrez,Futebol,|
|  204 |  63 |           Danca |   56 | |
|  205 |  19 |      Industrial |   57 | |
|  206 |  90 |      Pedagogico |   57 | Xadrez,Damas,Futebol,|
|  207 |  21 |          Teatro |   57 | |
|  208 |  44 |      Pedagogico |   57 | Xadrez,Futebol,|
|  209 |  52 |     Informitico |   57 | Tenis,|
|  210 |  11 |          Fisico |   58 | Damas,Futebol,|
|  211 |  53 |   Nutricionista |   58 | Xadrez,|
|  212 |  62 |            Moda |   58 | Xadrez,Damas,Futebol,|
|  213 |  38 |        LocRadio |   58 | Tenis,Futebol,|
|  214 |  77 |       Bartender |   58 | Damas,|
|  215 |  27 |     Informitico |   59 | Xadrez,Damas,Tenis,|
|  216 |  30 |      Pedagogico |   59 | |
|  217 |  71 |      Industrial |   59 | |
|  218 |   4 |        Geografo |   60 | Futebol,|
|  219 |  84 |            Guia |   60 | Tenis,Futebol,|
|  220 |  94 |      Industrial |   60 | |
|  221 |   2 |          Medico |   61 | |
|  222 |  13 |      Jornalismo |   61 | Xadrez,|
|  223 |  43 |   Recepcionista |   62 | Damas,|
|  224 |  10 |      Jornalismo |   62 | Xadrez,Tenis,|
|  225 |  77 |        Geografo |   62 | Damas,Futebol,|
|  226 |  33 |          Fisico |   63 | |
|  227 |   2 |            Moda |   63 | |
|  228 |  96 |          Cinema |   63 | Xadrez,Damas,|
|  229 |  76 |         Biologo |   64 | Damas,Tenis,|
|  230 |  73 |      Matematico |   64 | Futebol,|
|  231 |  61 |       Bartender |   65 | |
|  232 |  69 |     Informitico |   65 | Futebol,|
|  233 |  68 |       Psicologo |   65 | Damas,|
|  234 |  68 |          Musica |   65 | |
|  235 |  34 |   Recepcionista | null | Xadrez,|
|  236 |  88 |      Jornalismo |   66 | |
|  237 |  47 |     Informitico |   66 | Xadrez,|
|  238 |  95 |           Danca |   66 | Xadrez,Damas,|
|  239 |  71 |     Aeronautica |   66 | Tenis,Futebol,|
|  240 |  16 |      Matematico |   67 | Xadrez,Tenis,Futebol,|
|  241 |  51 |       Bartender |   67 | |
|  242 |  10 |      Jornalismo | null | Xadrez,Tenis,|
|  243 |  24 |     Informitico |   68 | Damas,|
|  244 |  66 |  Fisioterapeuta |   68 | |
|  245 |  81 |          Teatro |   68 | Damas,Futebol,|
|  246 |  18 |         Biologo |   69 | |
|  247 |  52 |       Enfermeio |   69 | Xadrez,|
|  248 |  64 |          Teatro | null | Futebol,|
|  249 |  13 |          Medico | null | |
|  250 | 100 |         Quimico | null | Xadrez,|
|  251 |  92 |  Fisioterapeuta |   70 | Damas,|
|  252 |  28 |      Fotografia |   70 | Xadrez,|
|  253 |  32 |      Fotografia |   70 | Damas,Futebol,|
|  254 |  39 |       Enfermeio |   71 | Tenis,Futebol,|
|  255 |   2 |         Biologo |   71 | |
|  256 |  37 |   Nutricionista |   72 | Damas,Futebol,|
|  257 |  98 |       Psicologo |   72 | Damas,Futebol,|
|  258 | 100 |   Recepcionista |   73 | Damas,Futebol,|
|  259 |  56 |          Cinema |   73 | |
|  260 |  40 |     RelPublicas |   74 | Tenis,Futebol,|
|  261 |   5 |          Teatro |   74 | |
|  262 |  10 |     Publicidade |   74 | Tenis,Futebol,|
|  263 |  98 |     Publicidade |   74 | |
|  264 |  81 |      Matematico |   75 | Xadrez,Futebol,|
|  265 |  51 |         Quimico |   75 | Damas,Tenis,Futebol,|
|  266 |  54 |         Quimico | null | Damas,Tenis,Futebol,|
|  267 |  20 |     Informitico |   76 | Tenis,Futebol,|
|  268 |  95 |         Biologo |   76 | Xadrez,|
|  269 |  87 |  Fisioterapeuta |   76 | Futebol,|
|  270 |  39 |   Recepcionista | null | Tenis,Futebol,|
|  271 |  23 |       Psicologo | null | Damas,|
|  272 |  96 |     Aeronautica |   77 | |
|  273 |  27 |     Publicidade |   77 | Damas,Futebol,|
|  274 |  60 |           Danca |   78 | Futebol,|
|  275 |  64 |     Publicidade |   78 | Tenis,Futebol,|
|  276 |  13 |      Industrial |   78 | Damas,Futebol,|
|  277 |  97 |      Matematico |   78 | Damas,|
|  278 |  48 |        Geografo |   78 | |
|  279 |  40 |        Geografo | null | |
|  280 |  86 |          Teatro |   79 | Damas,|
|  281 |  69 |     RelPublicas |   79 | Xadrez,Damas,Tenis,|
|  282 |  71 |        LocRadio |   80 | |
|  283 |  41 |  Fisioterapeuta |   80 | Tenis,Futebol,|
|  284 |  76 |   Nutricionista |   80 | Tenis,|
Min, Max Lugares : 8, 10
Aval(%) : 29.166666666666664, Pen(%) : 1.0
18
61
123
133
143
174
178
Min, Max Lugares : 8, 10
Aval(%) : 78.3, Pen(%) : 16.0
38
52
204
259
Min, Max Lugares : 8, 10
Aval(%) : 100.0, Pen(%) : 49.0
87
Min, Max Lugares : 8, 10
Aval(%) : 98.2, Pen(%) : 36.0
94
230
Min, Max Lugares : 16, 19
Aval(%) : 32.08333333333333, Pen(%) : 100.0
36
39
148
218
219
270
Min, Max Lugares : 16, 19
Aval(%) : 23.5, Pen(%) : 100.0
110
165
205
262
Min, Max Lugares : 16, 19
Aval(%) : 33.875, Pen(%) : 100.0
27
43
151
200
246
265
Min, Max Lugares : 16, 19
Aval(%) : 22.75, Pen(%) : 100.0
106
203
222
238
280
Min, Max Lugares : 16, 19
Aval(%) : 19.444444444444443, Pen(%) : 100.0
14
44
68
132
147
236
Min, Max Lugares : 16, 19
Aval(%) : 16.84375, Pen(%) : 64.0
5
54
72
83
105
122
154
274
Min, Max Lugares : 16, 19
Aval(%) : 54.222222222222214, Pen(%) : 100.0
88
166
242
Min, Max Lugares : 16, 19
Aval(%) : 20.416666666666664, Pen(%) : 81.0
7
11
34
65
103
149
255
278
Min, Max Lugares : 16, 19
Aval(%) : 18.25, Pen(%) : 81.0
67
100
107
152
180
207
244
Min, Max Lugares : 15, 16
Aval(%) : 18.666666666666664, Pen(%) : 0.0
10
32
58
66
76
101
112
120
131
184
201
209
231
277
281
Min, Max Lugares : 15, 16
Aval(%) : 17.5, Pen(%) : 64.0
17
62
109
140
141
153
176
181
Min, Max Lugares : 15, 16
Aval(%) : 17.499999999999996, Pen(%) : 81.0
23
26
90
121
221
284
Min, Max Lugares : 15, 16
Aval(%) : 21.875, Pen(%) : 100.0
42
47
80
183
193
223
Min, Max Lugares : 2, 11
Aval(%) : 100.0, Pen(%) : 4.0
248
Min, Max Lugares : 2, 11
Aval(%) : 100.0, Pen(%) : 1.0
254
Min, Max Lugares : 2, 11
Aval(%) : 100.0, Pen(%) : 1.0
156
Min, Max Lugares : 13, 16
Aval(%) : 100.0, Pen(%) : 100.0
266
Min, Max Lugares : 13, 16
Aval(%) : 32.80833333333334, Pen(%) : 49.0
33
75
81
124
232
282
Min, Max Lugares : 13, 16
Aval(%) : 21.874999999999996, Pen(%) : 49.0
16
21
63
104
157
185
Min, Max Lugares : 13, 16
Aval(%) : 17.9375, Pen(%) : 1.0
24
25
49
57
127
137
145
159
192
234
239
268
Min, Max Lugares : 13, 16
Aval(%) : 17.769230769230766, Pen(%) : 0.0
6
12
28
51
60
71
91
139
214
217
220
251
283
Min, Max Lugares : 17, 20
Aval(%) : 12.25, Pen(%) : 100.0
4
85
95
111
182
188
227
249
260
279
Min, Max Lugares : 18, 20
Aval(%) : 31.991666666666664, Pen(%) : 100.0
9
102
126
252
Min, Max Lugares : 18, 20
Aval(%) : 18.083333333333336, Pen(%) : 100.0
150
210
241
250
261
Min, Max Lugares : 18, 20
Aval(%) : 33.19166666666666, Pen(%) : 100.0
2
135
167
237
Min, Max Lugares : 18, 20
Aval(%) : 86.06666666666666, Pen(%) : 100.0
41
212
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
247
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
256
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
190
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
169
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
19
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
114
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
198
Min, Max Lugares : 6, 17
Aval(%) : 100.0, Pen(%) : 25.0
130
Min, Max Lugares : 16, 18
Aval(%) : 30.533333333333328, Pen(%) : 100.0
116
213
272
Min, Max Lugares : 16, 18
Aval(%) : 63.41666666666667, Pen(%) : 100.0
142
202
233
Min, Max Lugares : 16, 18
Aval(%) : 37.916666666666664, Pen(%) : 100.0
15
117
225
258
Min, Max Lugares : 16, 18
Aval(%) : 63.8, Pen(%) : 100.0
1
129
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
84
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
275
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
138
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
187
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
173
Min, Max Lugares : 7, 18
Aval(%) : 87.95, Pen(%) : 25.0
257
269
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
146
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
162
Min, Max Lugares : 7, 18
Aval(%) : 100.0, Pen(%) : 36.0
128
Min, Max Lugares : 14, 19
Aval(%) : 58.7, Pen(%) : 100.0
29
168
189
Min, Max Lugares : 11, 12
Aval(%) : 52.099999999999994, Pen(%) : 81.0
37
125
Min, Max Lugares : 11, 12
Aval(%) : 49.4, Pen(%) : 100.0
48
235
Min, Max Lugares : 11, 12
Aval(%) : 21.0, Pen(%) : 4.0
89
92
113
160
179
195
206
229
253
271
Min, Max Lugares : 11, 12
Aval(%) : 24.0625, Pen(%) : 9.0
3
13
50
70
77
208
240
245
Min, Max Lugares : 11, 12
Aval(%) : 29.166666666666664, Pen(%) : 9.0
8
30
46
53
155
175
199
276
Min, Max Lugares : 11, 12
Aval(%) : 24.791666666666664, Pen(%) : 49.0
55
59
69
228
Min, Max Lugares : 7, 10
Aval(%) : 100.0, Pen(%) : 36.0
224
Min, Max Lugares : 7, 10
Aval(%) : 100.0, Pen(%) : 36.0
108
Min, Max Lugares : 7, 10
Aval(%) : 36.96666666666667, Pen(%) : 1.0
64
78
86
97
115
196
Min, Max Lugares : 7, 10
Aval(%) : 100.0, Pen(%) : 36.0
273
Min, Max Lugares : 7, 10
Aval(%) : 100.0, Pen(%) : 36.0
40
Min, Max Lugares : 7, 10
Aval(%) : 100.0, Pen(%) : 36.0
93
Min, Max Lugares : 7, 10
Aval(%) : 100.0, Pen(%) : 36.0
56
Min, Max Lugares : 18, 19
Aval(%) : 22.361111111111107, Pen(%) : 100.0
31
74
96
177
194
264
Min, Max Lugares : 18, 19
Aval(%) : 28.733333333333327, Pen(%) : 100.0
172
211
263
Min, Max Lugares : 18, 19
Aval(%) : 14.777777777777777, Pen(%) : 100.0
20
22
119
134
163
164
170
226
267
Min, Max Lugares : 18, 19
Aval(%) : 65.95, Pen(%) : 100.0
99
158
Min, Max Lugares : 9, 12
Aval(%) : 100.0, Pen(%) : 64.0
161
Min, Max Lugares : 14, 16
Aval(%) : 38.33333333333333, Pen(%) : 100.0
98
215
216
Min, Max Lugares : 14, 16
Aval(%) : 22.916666666666664, Pen(%) : 64.0
73
82
136
186
191
197
243
Min, Max Lugares : 14, 16
Aval(%) : 18.666666666666664, Pen(%) : 81.0
35
45
79
118
144
171
