Avaliacao: 126% , Penalizacao de grupos: 30%
|   ID | Age |      Profession | Group|                                            Hobbies |
|   72 |  65 |  Fisioterapeuta |   24 | Damas,Tenis,Futebol,|
|   73 |  63 |  Fisioterapeuta |   24 | Damas,Tenis,|
|   74 |  63 |          Teatro |   24 | |
|   75 |  76 |      Fotografia |   24 | Damas,Tenis,|
|   76 |  19 |     RelPublicas |   25 | Xadrez,Damas,|
|   77 |  94 |      Jornalismo |   25 | Damas,|
|   78 |  64 |          Fisico | null | |
|   79 |  63 |         Biologo |   26 | Damas,Tenis,|
|   80 |  45 |          Agente |   26 | Damas,Tenis,Futebol,|
|   81 |  45 |        LocRadio |   26 | Damas,Tenis,|
|   82 |   1 |        LocRadio |   26 | Damas,Tenis,|
|   83 |  21 |         Quimico |   26 | Damas,Futebol,|
|   84 |  19 |        Geografo | null | Xadrez,Futebol,|
|   85 |  24 |      Matematico |   27 | Damas,Tenis,Futebol,|
|   86 |  68 |         Quimico |   27 | Damas,Tenis,Futebol,|
|   87 |  72 |         Biologo |   28 | |
|   88 |  67 |     Publicidade |   28 | Futebol,|
|   89 |  75 |     Aeronautica |   29 | Xadrez,|
|   90 |  94 |            Guia |   29 | Damas,Futebol,|
|   91 |  58 |      Fotografia |   29 | Tenis,Futebol,|
|   92 |  47 |     Informitico |   29 | Xadrez,Futebol,|
|   93 |   7 |     Informitico |   29 | Xadrez,Damas,|
|   94 |  60 |        LocRadio |   30 | Damas,|
|   95 |   3 |        Geografo |   30 | Tenis,|
|   96 |  55 |          Fisico |   30 | Xadrez,Damas,Futebol,|
|   97 |  92 |      Industrial |   31 | Futebol,|
|   98 |  48 |       Psicologo |   31 | Damas,Tenis,|
|   99 |   2 |         Biologo |   31 | Damas,Tenis,|
|  100 |  56 |          Musica |   32 | |
|  101 |  17 |      Jornalismo |   32 | Damas,Tenis,|
|  102 |  85 |        LocRadio |   32 | |
|  103 |  10 |   Nutricionista | null | Xadrez,Damas,Futebol,|
|  104 |   8 |     RelPublicas |   33 | Damas,|
|  105 |  76 |          Musica |   33 | Damas,Tenis,|
|  106 |  73 |       Enfermeio |   33 | |
|  107 |  50 |      Pedagogico |   33 | Tenis,Futebol,|
|  108 |  36 |    Farmaceutico |   33 | |
|  109 |  63 |     RelPublicas |   34 | Damas,Futebol,|
|  110 |  43 |        Geografo |   34 | Xadrez,|
|  111 |  44 |      Pedagogico |   35 | Damas,|
|  112 |  94 |      Fotografia |   35 | |
|  113 |  80 |      Fotografia |   35 | |
|  114 |  23 |          Agente |   35 | Futebol,|
|  115 |  32 |      Fotografia |   35 | Xadrez,|
|  116 |  53 |  Fisioterapeuta |   36 | Damas,Futebol,|
|  117 |  43 |     Publicidade |   36 | |
|  118 |  27 |  Fisioterapeuta |   36 | |
|  119 |   1 |   Nutricionista | null | Xadrez,|
|  120 |  39 |      Matematico | null | Tenis,|
|  121 |  61 |     Aeronautica | null | Futebol,|
|  122 |  57 |      Matematico |   37 | Xadrez,|
|  123 |  72 |  Fisioterapeuta |   37 | Damas,Futebol,|
|  124 |  91 |       Bartender |   37 | Futebol,|
|  125 |  72 |  Fisioterapeuta |   37 | Xadrez,Damas,|
|  126 |  55 |     Publicidade |   37 | |
|  127 |  85 |          Agente |   38 | Xadrez,|
|  128 |  77 |         Biologo |   38 | Tenis,Futebol,|
|  129 |  63 |          Teatro |   38 | Xadrez,Futebol,|
|  130 |  10 |           Danca |   38 | Xadrez,Damas,|
|  131 |  59 |  Fisioterapeuta |   38 | Tenis,|
|  132 |  58 |        LocRadio |   39 | Damas,Futebol,|
|  133 |  28 |      Industrial |   39 | |
|  134 |  66 |      Pedagogico |   39 | Damas,|
|  135 |  84 |   Nutricionista |   40 | Damas,|
|  136 |  64 |     RelPublicas |   40 | Tenis,Futebol,|
|  137 |  64 |       Enfermeio |   41 | Tenis,Futebol,|
|  138 |  33 |  Fisioterapeuta |   41 | Damas,|
|  139 |  90 |         Quimico |   41 | Xadrez,|
|  140 |  31 |       Enfermeio | null | Tenis,|
|  141 |  34 |            Moda |   42 | |
|  142 |  91 |      Matematico |   42 | |
|  143 |  32 |       Enfermeio |   42 | Tenis,Futebol,|
Min, Max Lugares : 5, 10
Aval(%) : 52.65625, Pen(%) : 0.0
21(Arte)(75) (7)
50(Educacao)(79) (15)
73(Saude)(63) (24)
125(Saude)(72) (37)
140(Saude)(31)
141(Arte)(34) (42)
142(Educacao)(91) (42)
143(Saude)(32) (42)
Min, Max Lugares : 13, 14
Aval(%) : 63.020833333333336, Pen(%) : 1.0
2(Saude)(63) (1)
3(Engenharia)(98) (1)
43(Engenharia)(29) (13)
54(Engenharia)(18) (17)
55(Educacao)(8) (17)
83(Engenharia)(21) (26)
85(Educacao)(24) (27)
86(Engenharia)(68) (27)
92(Engenharia)(47) (29)
93(Engenharia)(7) (29)
123(Saude)(72) (37)
128(Educacao)(77) (38)
Min, Max Lugares : 13, 14
Aval(%) : 60.25641025641025, Pen(%) : 0.0
7(Turismo)(53) (3)
8(Turismo)(43) (3)
9(Arte)(59) (3)
10(Turismo)(100) (3)
11(Engenharia)(25) (4)
12(Arte)(73) (4)
18(Engenharia)(79) (6)
19(Engenharia)(71) (6)
20(Engenharia)(78) (6)
76(Comunicacao)(19) (25)
77(Comunicacao)(94) (25)
81(Comunicacao)(45) (26)
105(Arte)(76) (33)
Min, Max Lugares : 9, 20
Aval(%) : 54.58333333333333, Pen(%) : 0.0
1(Educacao)(53) (1)
4(Comunicacao)(37) (1)
25(Engenharia)(35) (8)
26(Saude)(37) (8)
27(Comunicacao)(39) (8)
28(Comunicacao)(98) (8)
59(Comunicacao)(45) (19)
60(Saude)(47) (19)
80(Turismo)(45) (26)
107(Educacao)(50) (33)
120(Educacao)(39)
126(Comunicacao)(55) (37)
Min, Max Lugares : 9, 20
Aval(%) : 57.166666666666664, Pen(%) : 0.0
15(Turismo)(19) (5)
31(Engenharia)(14) (9)
47(Educacao)(67) (15)
52(Engenharia)(14) (16)
53(Educacao)(96) (16)
78(Educacao)(64)
84(Educacao)(19)
114(Turismo)(23) (35)
121(Engenharia)(61)
122(Educacao)(57) (37)
Min, Max Lugares : 6, 12
Aval(%) : 57.166666666666664, Pen(%) : 0.0
72(Saude)(65) (24)
87(Educacao)(72) (28)
88(Comunicacao)(67) (28)
106(Saude)(73) (33)
116(Saude)(53) (36)
117(Comunicacao)(43) (36)
118(Saude)(27) (36)
131(Saude)(59) (38)
135(Saude)(84) (40)
136(Comunicacao)(64) (40)
Min, Max Lugares : 6, 12
Aval(%) : 52.08333333333333, Pen(%) : 0.0
24(Turismo)(54) (7)
74(Arte)(63) (24)
90(Turismo)(94) (29)
112(Arte)(94) (35)
113(Arte)(80) (35)
124(Turismo)(91) (37)
Min, Max Lugares : 6, 12
Aval(%) : 60.83333333333333, Pen(%) : 0.0
22(Comunicacao)(98) (7)
23(Comunicacao)(3) (7)
40(Comunicacao)(5) (12)
41(Saude)(94) (12)
103(Saude)(10)
104(Comunicacao)(8) (33)
Min, Max Lugares : 6, 12
Aval(%) : 58.229166666666664, Pen(%) : 0.0
29(Engenharia)(76) (9)
39(Engenharia)(95)
42(Comunicacao)(65) (13)
44(Arte)(3) (13)
45(Engenharia)(96) (14)
46(Educacao)(4) (14)
94(Comunicacao)(60) (30)
95(Educacao)(3) (30)
96(Educacao)(55) (30)
100(Arte)(56) (32)
101(Comunicacao)(17) (32)
102(Comunicacao)(85) (32)
Min, Max Lugares : 6, 12
Aval(%) : 61.666666666666664, Pen(%) : 1.0
13(Turismo)(63) (5)
56(Arte)(67) (18)
57(Educacao)(20) (18)
58(Comunicacao)(65) (18)
61(Arte)(78) (20)
62(Comunicacao)(99) (20)
65(Arte)(7) (22)
66(Comunicacao)(22) (22)
67(Arte)(51) (22)
75(Arte)(76) (24)
79(Educacao)(63) (26)
82(Comunicacao)(1) (26)
91(Arte)(58) (29)
Min, Max Lugares : 8, 17
Aval(%) : 64.58333333333333, Pen(%) : 16.0
16(Arte)(38) (5)
49(Arte)(5) (15)
115(Arte)(32) (35)
130(Arte)(10) (38)
Min, Max Lugares : 8, 17
Aval(%) : 55.36764705882353, Pen(%) : 0.0
14(Turismo)(72) (5)
30(Engenharia)(53) (9)
32(Arte)(63) (10)
33(Comunicacao)(81) (10)
34(Saude)(62) (10)
35(Comunicacao)(95) (10)
36(Engenharia)(14) (10)
37(Saude)(82) (11)
38(Educacao)(81) (11)
48(Comunicacao)(6) (15)
63(Engenharia)(25) (21)
64(Turismo)(58) (21)
89(Engenharia)(75) (29)
108(Saude)(36) (33)
111(Educacao)(44) (35)
127(Turismo)(85) (38)
129(Arte)(63) (38)
Min, Max Lugares : 8, 17
Aval(%) : 58.333333333333336, Pen(%) : 1.0
5(Arte)(54) (2)
6(Engenharia)(61) (2)
17(Educacao)(5) (5)
68(Engenharia)(53) (23)
69(Educacao)(82) (23)
70(Comunicacao)(7) (23)
71(Engenharia)(13) (23)
97(Engenharia)(92) (31)
98(Saude)(48) (31)
99(Educacao)(2) (31)
109(Comunicacao)(63) (34)
110(Educacao)(43) (34)
132(Comunicacao)(58) (39)
133(Engenharia)(28) (39)
134(Educacao)(66) (39)
137(Saude)(64) (41)
138(Saude)(33) (41)
139(Engenharia)(90) (41)
Min, Max Lugares : 4, 15
Aval(%) : 67.5, Pen(%) : 4.0
51(Saude)(24) (15)
119(Saude)(1)
