Avaliacao: 127% , Penalizacao de grupos: 30%
|   ID | Age |      Profession | Group|                                            Hobbies |
|   38 |  13 |   Recepcionista |   12 | Tenis,Futebol,|
|   39 |  35 |        Geografo |   13 | Xadrez,Tenis,Futebol,|
|   40 |  95 |     RelPublicas |   13 | |
|   41 |   4 |       Psicologo |   13 | Damas,Tenis,|
|   42 |  35 |          Agente |   14 | Damas,Tenis,Futebol,|
|   43 |  31 |           Danca |   14 | Futebol,|
|   44 |  49 |         Quimico |   15 | Xadrez,Damas,Tenis,|
|   45 |  14 |         Quimico |   15 | Xadrez,Futebol,|
|   46 |  92 |      Fotografia |   16 | Xadrez,|
|   47 |  63 |          Teatro |   16 | Tenis,Futebol,|
|   48 |  89 |           Civil |   16 | Xadrez,|
|   49 | 100 |          Agente |   16 | Xadrez,|
|   50 |  36 |    Farmaceutico |   17 | Damas,Tenis,Futebol,|
|   51 |  25 |   Nutricionista |   17 | Xadrez,Damas,|
|   52 |  80 |        Geografo |   17 | |
|   53 |  88 |      Industrial |   18 | |
|   54 |  44 |          Medico |   18 | Xadrez,Futebol,|
|   55 |  96 |      Industrial |   18 | Futebol,|
|   56 |  68 |   Nutricionista |   18 | |
|   57 |  40 |   Recepcionista | null | Damas,|
|   58 |  31 |  Fisioterapeuta |   19 | Xadrez,Damas,Tenis,|
|   59 |  86 |       Bartender |   19 | Damas,|
|   60 |  76 |     RelPublicas | null | |
|   61 |  28 |            Moda |   20 | Xadrez,Damas,Futebol,|
|   62 |  89 |      Fotografia |   20 | |
|   63 |  65 |        Geografo |   20 | |
|   64 |  55 |      Pedagogico |   21 | Xadrez,Damas,|
|   65 |  10 |         Quimico |   21 | Damas,|
|   66 | 100 |            Guia |   21 | Xadrez,Futebol,|
|   67 |  30 |      Industrial |   21 | Xadrez,|
|   68 |  19 |          Teatro |   21 | |
|   69 |  14 |          Fisico |   22 | Xadrez,|
|   70 |  60 |         Quimico |   22 | Damas,|
|   71 |  16 |     Informitico |   23 | Futebol,|
|   72 |  68 |   Recepcionista |   23 | Tenis,Futebol,|
|   73 |  96 |     Informitico |   23 | Tenis,Futebol,|
|   74 |  80 |      Jornalismo |   23 | Xadrez,|
|   75 |  39 |            Moda |   24 | Damas,|
|   76 |  48 |       Psicologo |   24 | |
|   77 |  82 |        LocRadio |   24 | Xadrez,Futebol,|
|   78 |  21 |  Fisioterapeuta |   24 | Damas,|
|   79 |  60 |            Moda |   25 | Damas,Tenis,|
|   80 |  31 |      Fotografia |   25 | |
|   81 |  54 |            Moda |   25 | Futebol,|
|   82 |  36 |            Moda |   25 | Xadrez,|
|   83 |  80 |          Fisico |   25 | Damas,Tenis,Futebol,|
|   84 |  63 |          Medico |   26 | Xadrez,Tenis,Futebol,|
|   85 |  10 |           Danca |   26 | Damas,Tenis,|
|   86 |  90 |         Quimico |   26 | |
|   87 |  14 |           Danca |   26 | |
|   88 |  92 |        Geografo |   27 | Damas,Tenis,Futebol,|
|   89 |  44 |      Jornalismo |   27 | Damas,Futebol,|
|   90 |  40 |          Teatro |   28 | Tenis,|
|   91 |  87 |       Psicologo |   28 | |
|   92 |   8 |      Pedagogico |   28 | Xadrez,Tenis,Futebol,|
|   93 |  92 |          Teatro |   28 | Tenis,Futebol,|
|   94 |   8 |          Medico |   29 | Futebol,|
|   95 |  63 |   Nutricionista |   29 | Xadrez,Tenis,Futebol,|
|   96 |  81 |        Geografo |   29 | |
|   97 |  82 |         Quimico |   30 | |
|   98 |  52 |       Psicologo |   30 | Tenis,Futebol,|
|   99 |   6 |      Fotografia |   30 | |
|  100 |  36 |   Nutricionista |   30 | Damas,Futebol,|
|  101 |  48 |     Informitico |   31 | Xadrez,Damas,|
|  102 |  83 |      Fotografia |   31 | Xadrez,Futebol,|
|  103 |  46 |            Guia |   31 | Xadrez,Tenis,Futebol,|
|  104 |  17 |        Geografo |   32 | Xadrez,|
|  105 |  79 |          Medico |   32 | |
|  106 |  96 |     Aeronautica | null | |
|  107 |  58 |         Quimico |   33 | |
|  108 |  33 |   Recepcionista |   33 | |
|  109 |  66 |      Jornalismo |   33 | |
|  110 |  67 |     Publicidade |   34 | Futebol,|
|  111 |  49 |          Fisico |   34 | Damas,|
|  112 |  44 |        Geografo |   34 | Tenis,|
|  113 |  38 |          Medico |   34 | Damas,Futebol,|
|  114 |   4 |          Cinema |   35 | Tenis,Futebol,|
|  115 |  27 |     RelPublicas |   35 | Futebol,|
|  116 |  48 |     Aeronautica |   35 | Tenis,Futebol,|
|  117 |  62 |      Matematico |   35 | Xadrez,|
|  118 |  15 |          Fisico |   36 | Futebol,|
|  119 |  15 |      Industrial |   36 | |
|  120 |   7 |       Bartender |   36 | |
|  121 |  90 |         Quimico |   36 | Damas,|
|  122 |  65 |           Civil |   37 | Tenis,|
|  123 |  13 |            Moda |   37 | Damas,Futebol,|
|  124 |  79 |     Aeronautica |   37 | Xadrez,Tenis,|
|  125 |  31 |         Biologo |   38 | Damas,Tenis,|
|  126 |  74 |          Musica |   38 | Tenis,|
|  127 |  20 |          Medico |   38 | Xadrez,|
|  128 |  19 |      Jornalismo |   38 | Xadrez,Futebol,|
|  129 |  92 |            Moda |   38 | Xadrez,Damas,|
|  130 |  52 |     Informitico |   39 | Tenis,|
|  131 |  74 |   Nutricionista |   39 | Xadrez,Futebol,|
|  132 |  73 |      Jornalismo |   39 | |
|  133 |  86 |     Informitico |   40 | Xadrez,|
|  134 |  52 |      Matematico |   40 | |
|  135 |  81 |   Recepcionista |   40 | |
|  136 |  19 |          Teatro |   40 | |
|  137 |  29 |          Medico |   41 | |
|  138 |  72 |       Bartender |   41 | Xadrez,Futebol,|
|  139 |  21 |          Agente |   41 | Damas,Tenis,|
|  140 |  30 |         Biologo |   41 | Xadrez,Tenis,|
|  141 |  27 |           Civil |   42 | Tenis,Futebol,|
|  142 |  21 |       Psicologo |   42 | Damas,Tenis,Futebol,|
|  143 |  75 |       Psicologo |   42 | |
|  144 |  82 |           Danca |   42 | Xadrez,Damas,|
Min, Max Lugares : 7, 12
Aval(%) : 47.01923076923077, Pen(%) : 1.0
21(Comunicacao)(88) (7)
22(Turismo)(29) (7)
23(Arte)(92) (7)
30(Comunicacao)(77) (10)
31(Educacao)(28) (10)
94(Saude)(8) (29)
95(Saude)(63) (29)
96(Educacao)(81) (29)
104(Educacao)(17) (32)
105(Saude)(79) (32)
107(Engenharia)(58) (33)
108(Turismo)(33) (33)
109(Comunicacao)(66) (33)
Min, Max Lugares : 7, 12
Aval(%) : 58.229166666666664, Pen(%) : 0.0
9(Comunicacao)(6) (4)
25(Comunicacao)(20) (8)
26(Arte)(97) (8)
27(Turismo)(95) (8)
32(Comunicacao)(80)
60(Comunicacao)(76)
66(Turismo)(100) (21)
68(Arte)(19) (21)
72(Turismo)(68) (23)
81(Arte)(54) (25)
136(Arte)(19) (40)
139(Turismo)(21) (41)
Min, Max Lugares : 7, 12
Aval(%) : 58.229166666666664, Pen(%) : 0.0
18(Engenharia)(78) (6)
19(Saude)(18) (6)
35(Arte)(97) (11)
53(Engenharia)(88) (18)
91(Saude)(87) (28)
122(Engenharia)(65) (37)
123(Arte)(13) (37)
124(Engenharia)(79) (37)
130(Engenharia)(52) (39)
131(Saude)(74) (39)
132(Comunicacao)(73) (39)
142(Saude)(21) (42)
Min, Max Lugares : 7, 12
Aval(%) : 61.875, Pen(%) : 0.0
28(Saude)(57) (9)
29(Educacao)(63) (9)
56(Saude)(68) (18)
100(Saude)(36) (30)
110(Comunicacao)(67) (34)
111(Educacao)(49) (34)
112(Educacao)(44) (34)
113(Saude)(38) (34)
Min, Max Lugares : 7, 12
Aval(%) : 58.07692307692308, Pen(%) : 1.0
1(Arte)(62) (1)
2(Engenharia)(60) (1)
36(Educacao)(92)
54(Saude)(44) (18)
58(Saude)(31) (19)
59(Turismo)(86) (19)
61(Arte)(28) (20)
62(Arte)(89) (20)
63(Educacao)(65) (20)
73(Engenharia)(96) (23)
117(Educacao)(62) (35)
134(Educacao)(52) (40)
138(Turismo)(72) (41)
Min, Max Lugares : 7, 12
Aval(%) : 59.42307692307692, Pen(%) : 1.0
39(Educacao)(35) (13)
40(Comunicacao)(95) (13)
41(Saude)(4) (13)
75(Arte)(39) (24)
76(Saude)(48) (24)
77(Comunicacao)(82) (24)
78(Saude)(21) (24)
80(Arte)(31) (25)
88(Educacao)(92) (27)
89(Comunicacao)(44) (27)
99(Arte)(6) (30)
129(Arte)(92) (38)
144(Arte)(82) (42)
Min, Max Lugares : 8, 14
Aval(%) : 57.05357142857142, Pen(%) : 0.0
3(Arte)(91) (2)
4(Comunicacao)(82) (2)
5(Saude)(67) (2)
6(Engenharia)(5) (3)
7(Arte)(25) (3)
8(Comunicacao)(58) (3)
64(Educacao)(55) (21)
69(Educacao)(14) (22)
70(Engenharia)(60) (22)
79(Arte)(60) (25)
92(Educacao)(8) (28)
98(Saude)(52) (30)
114(Arte)(4) (35)
127(Saude)(20) (38)
Min, Max Lugares : 8, 14
Aval(%) : 57.67857142857143, Pen(%) : 1.0
34(Saude)(96) (11)
50(Saude)(36) (17)
51(Saude)(25) (17)
52(Educacao)(80) (17)
83(Educacao)(80) (25)
137(Saude)(29) (41)
143(Saude)(75) (42)
Min, Max Lugares : 8, 14
Aval(%) : 58.57142857142857, Pen(%) : 0.0
15(Saude)(79) (5)
16(Engenharia)(65) (5)
17(Engenharia)(19) (5)
46(Arte)(92) (16)
47(Arte)(63) (16)
48(Engenharia)(89) (16)
49(Turismo)(100) (16)
65(Engenharia)(10) (21)
84(Saude)(63) (26)
85(Arte)(10) (26)
86(Engenharia)(90) (26)
87(Arte)(14) (26)
126(Arte)(74) (38)
133(Engenharia)(86) (40)
Min, Max Lugares : 4, 9
Aval(%) : 63.51851851851852, Pen(%) : 0.0
11(Educacao)(82) (4)
12(Educacao)(26) (4)
20(Educacao)(92)
42(Turismo)(35) (14)
43(Arte)(31) (14)
57(Turismo)(40)
93(Arte)(92) (28)
125(Educacao)(31) (38)
135(Turismo)(81) (40)
Min, Max Lugares : 4, 9
Aval(%) : 61.66666666666666, Pen(%) : 0.0
13(Comunicacao)(10) (4)
14(Comunicacao)(89)
55(Engenharia)(96) (18)
71(Engenharia)(16) (23)
97(Engenharia)(82) (30)
115(Comunicacao)(27) (35)
Min, Max Lugares : 15, 17
Aval(%) : 63.8235294117647, Pen(%) : 0.0
10(Engenharia)(82) (4)
24(Turismo)(24)
33(Engenharia)(82) (11)
37(Educacao)(78) (12)
38(Turismo)(13) (12)
67(Engenharia)(30) (21)
82(Arte)(36) (25)
90(Arte)(40) (28)
101(Engenharia)(48) (31)
102(Arte)(83) (31)
103(Turismo)(46) (31)
106(Engenharia)(96)
118(Educacao)(15) (36)
119(Engenharia)(15) (36)
120(Turismo)(7) (36)
121(Engenharia)(90) (36)
140(Educacao)(30) (41)
Min, Max Lugares : 4, 18
Aval(%) : 60.9375, Pen(%) : 0.0
44(Engenharia)(49) (15)
45(Engenharia)(14) (15)
116(Engenharia)(48) (35)
141(Engenharia)(27) (42)
Min, Max Lugares : 4, 18
Aval(%) : 43.75, Pen(%) : 4.0
74(Comunicacao)(80) (23)
128(Comunicacao)(19) (38)
